paper,question_number,question_id,current_topic,proposed_primary_topic,proposed_secondary_topics,coverage_topics,status,rationale
33summer19,4,33summer19_q04,logarithmic_and_exponential_functions,differentiation,logarithmic_and_exponential_functions,"differentiation,logarithmic_and_exponential_functions",relabel_primary_add_secondary,Gradient/differentiation of the logarithmic curve is primary.
33summer19,5,33summer19_q05,differentiation,differential_equations,,differential_equations,relabel_primary,The prompt asks to solve a differential equation; the current differentiation label is too narrow.
33summer19,7,33summer19_q07,differentiation,differentiation,trigonometry,"differentiation,trigonometry",add_secondary_topic,"Parametric differentiation is primary, with trigonometric functions throughout the derivative work."
33summer20,1,33summer20_q01,differentiation,algebra,,algebra,relabel_primary,This is a modulus inequality; no calculus is assessed.
33summer20,5,33summer20_q05,algebra,trigonometry,,trigonometry,relabel_primary,"The equation and solution use trigonometric identities, not algebra as the dominant topic."
33summer20,7,33summer20_q07,algebra,integration,"algebra,logarithmic_and_exponential_functions","integration,algebra,logarithmic_and_exponential_functions",relabel_primary_add_secondary,Partial fractions support an exact definite integral with logarithmic terms; integration is primary.
33summer20,10,33summer20_q10,differential_equations,differential_equations,integration,"differential_equations,integration",add_secondary_topic,The tank model is set up and solved as a differential equation; integration is the solution method and remains substantial coverage.
33summer22,4,33summer22_q04,differentiation,differentiation,trigonometry,"differentiation,trigonometry",add_secondary_topic,"Parametric differentiation is primary, with trigonometric simplification central to the derivative."
33summer22,6,33summer22_q06,differentiation,differentiation,logarithmic_and_exponential_functions,"differentiation,logarithmic_and_exponential_functions",add_secondary_topic,"Gradient work is primary, with logarithmic/exponential functions defining the curve."
33summer22,10,33summer22_q10,numerical_solution_of_equations,numerical_solution_of_equations,"integration,logarithmic_and_exponential_functions","numerical_solution_of_equations,integration,logarithmic_and_exponential_functions",add_secondary_topic,"Iteration is primary, with the fixed-point equation derived from an integral whose exact form is logarithmic."
33summer24,1,33summer24_q01,logarithmic_and_exponential_functions,logarithmic_and_exponential_functions,,logarithmic_and_exponential_functions,keep,"This is an exponential/logarithmic equation, not differentiation."
33summer24,2,33summer24_q02,differentiation,differentiation,trigonometry,"differentiation,trigonometry",add_secondary_topic,"Parametric differentiation is primary, with trigonometric functions defining the curve."
33summer24,7,33summer24_q07,algebra,trigonometry,algebra,"trigonometry,algebra",relabel_primary_add_secondary,"Trigonometric equation solving is primary, with polynomial factorisation as supporting algebra."
33summer24,8,33summer24_q08,algebra,integration,trigonometry,"integration,trigonometry",relabel_primary_add_secondary,"The exact integral is primary, with trigonometric identities used to transform the integrand."
33winter10,2,33winter10_q02,differentiation,differentiation,logarithmic_and_exponential_functions,"differentiation,logarithmic_and_exponential_functions",add_secondary_topic,"Differentiation is primary, with logarithmic/exponential functions defining the curve."
33winter10,4,33winter10_q04,trigonometry,trigonometry,integration,"trigonometry,integration",add_secondary_topic,"The trigonometric identity is primary, with an exact integral also assessed."
33winter10,5,33winter10_q05,logarithmic_and_exponential_functions,integration,"algebra,logarithmic_and_exponential_functions","integration,algebra,logarithmic_and_exponential_functions",relabel_primary_add_secondary,Partial fractions support an exact integral whose answer is logarithmic; integration is primary.
33winter10,7,33winter10_q07,logarithmic_and_exponential_functions,numerical_solution_of_equations,"integration,logarithmic_and_exponential_functions","numerical_solution_of_equations,integration,logarithmic_and_exponential_functions",relabel_primary_add_secondary,"Iteration is primary, with the fixed-point equation derived from an integral involving logarithms."
33winter10,10,33winter10_q10,algebra,complex_numbers,algebra,"complex_numbers,algebra",relabel_primary_add_secondary,The polynomial root work is used to determine complex roots; complex numbers are primary with algebra support.
33winter11,4,33winter11_q04,integration,differential_equations,,differential_equations,relabel_primary,The organism-growth model is set up and solved as a differential equation.
33winter11,5,33winter11_q05,numerical_solution_of_equations,numerical_solution_of_equations,"integration,logarithmic_and_exponential_functions","numerical_solution_of_equations,integration,logarithmic_and_exponential_functions",add_secondary_topic,"Iteration is primary, with the fixed-point equation derived from an integral involving logarithms."
33winter11,8,33winter11_q08,differentiation,differentiation,trigonometry,"differentiation,trigonometry",add_secondary_topic,"Parametric differentiation is primary, with trigonometric functions throughout."
33winter11,10,33winter11_q10,logarithmic_and_exponential_functions,integration,trigonometry,"integration,trigonometry",relabel_primary_add_secondary,"The exact integral is primary, with trigonometric substitution/manipulation central to the solution."
33winter12,3,33winter12_q03,differentiation,differentiation,logarithmic_and_exponential_functions,"differentiation,logarithmic_and_exponential_functions",add_secondary_topic,"Parametric differentiation is primary, with logarithmic functions defining the curve."
33winter12,5,33winter12_q05,logarithmic_and_exponential_functions,integration,"differentiation,logarithmic_and_exponential_functions","integration,differentiation,logarithmic_and_exponential_functions",relabel_primary_add_secondary,"The exact integral is the larger task, after differentiating a logarithmic function."
33winter12,7,33winter12_q07,differentiation,integration,trigonometry,"integration,trigonometry",relabel_primary_add_secondary,"The area integral is primary, with trigonometric functions defining the curve."
33winter13,4,33winter13_q04,logarithmic_and_exponential_functions,differentiation,logarithmic_and_exponential_functions,"differentiation,logarithmic_and_exponential_functions",relabel_primary_add_secondary,Implicit differentiation is primary; logarithms define the curve.
33winter13,5,33winter13_q05,numerical_solution_of_equations,numerical_solution_of_equations,"integration,logarithmic_and_exponential_functions","numerical_solution_of_equations,integration,logarithmic_and_exponential_functions",add_secondary_topic,"Iteration is primary, with the fixed-point equation derived from an integral involving logarithms."
33winter13,7,33winter13_q07,trigonometry,trigonometry,,trigonometry,keep,"The secant/cosecant/R-form work and equation solving are trigonometry, not logarithms."
33winter13,10,33winter13_q10,differential_equations,differential_equations,trigonometry,"differential_equations,trigonometry",add_secondary_topic,"The differential equation is primary, with cosine-squared/trigonometric integration central to the solution."
33winter14,8,33winter14_q08,differentiation,differential_equations,"integration,trigonometry","differential_equations,integration,trigonometry",relabel_primary_add_secondary,The prompt explicitly asks to solve a differential equation; separation and integration by parts with trigonometric functions are substantial.
33winter14,10,33winter14_q10,logarithmic_and_exponential_functions,integration,"algebra,logarithmic_and_exponential_functions","integration,algebra,logarithmic_and_exponential_functions",relabel_primary_add_secondary,Substitution and partial fractions support an exact integral whose answer is logarithmic; integration is primary.
33winter15,1,33winter15_q01,differentiation,logarithmic_and_exponential_functions,,logarithmic_and_exponential_functions,relabel_primary,"This is an exponential graph sketch, not a differentiation task."
33winter15,3,33winter15_q03,differentiation,differentiation,trigonometry,"differentiation,trigonometry",add_secondary_topic,"Tangent-line differentiation is primary, with tangent/trigonometric functions defining the curve."
33winter15,4,33winter15_q04,numerical_solution_of_equations,numerical_solution_of_equations,differentiation,"numerical_solution_of_equations,differentiation",add_secondary_topic,"Iteration is primary, with a gradient condition used to form the equation."
33winter15,5,33winter15_q05,integration,integration,trigonometry,"integration,trigonometry",add_secondary_topic,"The exact integral is primary, with a trigonometric identity and substitution central to the solution."
33winter15,7,33winter15_q07,logarithmic_and_exponential_functions,integration,"algebra,logarithmic_and_exponential_functions","integration,algebra,logarithmic_and_exponential_functions",relabel_primary_add_secondary,"The integral is primary, with factor theorem/partial fractions as substantial algebra and logarithmic antiderivatives."
33winter16,2,33winter16_q02,differentiation,differentiation,trigonometry,"differentiation,trigonometry",add_secondary_topic,"The gradient proof is primary, with sine/cosine identities needed to show positivity."
33winter16,3,33winter16_q03,algebra,trigonometry,algebra,"trigonometry,algebra",relabel_primary_add_secondary,"The tan double-angle equation and trigonometric solutions are primary, with a quadratic in tan theta as algebra support."
33winter16,5,33winter16_q05,logarithmic_and_exponential_functions,differential_equations,logarithmic_and_exponential_functions,"differential_equations,logarithmic_and_exponential_functions",relabel_primary_add_secondary,"The curve is defined and solved through a differential equation, with logarithmic/exponential solution form."
33winter16,6,33winter16_q06,logarithmic_and_exponential_functions,integration,logarithmic_and_exponential_functions,"integration,logarithmic_and_exponential_functions",relabel_primary_add_secondary,"The substitution and exact integral are primary, with logarithmic exact form in the result."
33winter16,9,33winter16_q09,numerical_solution_of_equations,numerical_solution_of_equations,"differentiation,trigonometry","numerical_solution_of_equations,differentiation,trigonometry",add_secondary_topic,"Iteration is primary, after differentiating a trigonometric curve to derive the tangent equation."
