question_id,paper,paper_code,question_number,current_topic,primary_topic,secondary_topics,coverage_topics,status,current_syllabus,rationale
11winter11_q02,11winter11,11winter11,2,differentiation,differentiation,,differentiation,keep,True,Derivative and non-negative gradient proof dominate.
11winter11_q03,11winter11,11winter11,3,trigonometry,trigonometry,,trigonometry,keep,True,Cosine graph and trig-equation root counting dominate.
11winter11_q04,11winter11,11winter11,4,functions,integration,functions,integration;functions,relabel_primary_add_secondary,True,"Recovering f from f prime by integration is primary, while range/stationary-value context is substantial function coverage."
11winter11_q05,11winter11,11winter11,5,circular_measure,circular_measure,,circular_measure,keep,True,"Arc, sector, triangle, and circular-area formulae dominate."
11winter11_q06,11winter11,11winter11,6,series_and_sequences,series,,series,keep,True,Arithmetic and geometric progression sums dominate.
11winter11_q07,11winter11,11winter11,7,quadratics,differentiation,quadratics,differentiation;quadratics,add_secondary_topic,True,"Optimization by differentiation is primary, with a quadratic area expression as substantial secondary coverage."
11winter11_q08,11winter11,11winter11,8,trigonometry,,,,exclude_current_syllabus,False,"Legacy 3D vector and scalar-product content is outside the current P1 major-topic set, so it should not be counted as trigonometry."
11winter11_q09,11winter11,11winter11,9,differentiation,coordinate_geometry,quadratics,coordinate_geometry;quadratics,relabel_primary_add_secondary,True,"Line/curve intersections, distance, midpoint, and tangent cases make coordinate geometry primary, with discriminant equations as substantial quadratics."
11winter11_q10,11winter11,11winter11,10,differentiation,differentiation,integration;coordinate_geometry,differentiation;integration;coordinate_geometry,add_secondary_topic,True,"Normal to a curve is primary, with volume of revolution as integration and line/intersection geometry as coordinate coverage."
11winter11_q11,11winter11,11winter11,11,functions,functions,quadratics,functions;quadratics,add_secondary_topic,True,"Function range, inverse-domain, graph and inverse-expression work are primary, with completing square and square-root inversion as substantial quadratic coverage."
11winter12_q01,11winter12,11winter12,1,series_and_sequences,series,quadratics,series;quadratics,add_secondary_topic,True,"Arithmetic progression sum is primary, with solving a quadratic in n as substantial secondary coverage."
11winter12_q02,11winter12,11winter12,2,integration,integration,,integration,keep,True,Integrating dy/dx and using a point to find the curve equation dominate.
11winter12_q03,11winter12,11winter12,3,coordinate_geometry,differentiation,,differentiation,relabel_primary,True,Related rates through dA/dr and dr/dt dominate; the circular setting is context.
11winter12_q04,11winter12,11winter12,4,binomial_expansion,series,,series,keep,True,Binomial expansion coefficient extraction dominates.
11winter12_q05,11winter12,11winter12,5,differentiation,differentiation,,differentiation,keep,True,Stationary point verification and nature by derivatives dominate.
11winter12_q06,11winter12,11winter12,6,circular_measure,circular_measure,,circular_measure,keep,True,Arc lengths and perimeter in a circular-sector construction dominate.
11winter12_q07,11winter12,11winter12,7,trigonometry,trigonometry,quadratics,trigonometry;quadratics,add_secondary_topic,True,"Trig equation solving is primary, with a quadratic in sin theta as substantial secondary coverage."
11winter12_q08,11winter12,11winter12,8,coordinate_geometry,integration,coordinate_geometry,integration;coordinate_geometry,relabel_primary_add_secondary,True,"Area between a curve and line by integration is primary, with intersection coordinates/line-curve setup as substantial coordinate-geometry coverage."
11winter12_q09,11winter12,11winter12,9,trigonometry,,,,exclude_current_syllabus,False,"Legacy 3D vector and scalar-product content is outside the current P1 major-topic set, so it should not be counted as trigonometry."
11winter12_q10,11winter12,11winter12,10,functions,functions,quadratics,functions;quadratics,add_secondary_topic,True,"Function range and inverse work are primary, with completing square and quadratic-vertex form as substantial secondary coverage."
11winter12_q11,11winter12,11winter12,11,differentiation,coordinate_geometry,differentiation,coordinate_geometry;differentiation,relabel_primary_add_secondary,True,"Tangent/normal line equations, intercept distance, and line intersection dominate coordinate geometry; derivative work supplies substantial secondary differentiation coverage."
