question_id,paper,paper_code,question_number,current_topic,primary_topic,secondary_topics,coverage_topics,status,current_syllabus,rationale
11winter15_q03,11winter15,11winter15,3,trigonometry,quadratics,,quadratics,relabel_primary,True,Review of the question and mark scheme shows quadratics is the dominant assessed topic rather than the raw trigonometry label.
11winter15_q04,11winter15,11winter15,4,trigonometry,trigonometry,,trigonometry,keep,True,The existing trigonometry label matches the dominant mark-bearing topic.
11winter15_q05,11winter15,11winter15,5,trigonometry,differentiation,,differentiation,relabel_primary,True,Review of the question and mark scheme shows differentiation is the dominant assessed topic rather than the raw trigonometry label.
11winter15_q06,11winter15,11winter15,6,differentiation,coordinate_geometry,quadratics,coordinate_geometry;quadratics,relabel_primary_add_secondary,True,"Review of the question and mark scheme shows coordinate_geometry is the dominant assessed topic, with substantial mark-bearing quadratics overlap."
11winter15_q07,11winter15,11winter15,7,coordinate_geometry,circular_measure,,circular_measure,relabel_primary,True,Review of the question and mark scheme shows circular_measure is the dominant assessed topic rather than the raw coordinate_geometry label.
11winter15_q08,11winter15,11winter15,8,series_and_sequences,series,,series,keep,True,The existing series label matches the dominant mark-bearing topic.
11winter15_q09,11winter15,11winter15,9,functions,functions,,functions,keep,True,The existing functions label matches the dominant mark-bearing topic.
11winter15_q10,11winter15,11winter15,10,trigonometry,,,,exclude_current_syllabus,False,"Legacy 3D vector/scalar-product content is outside the current P1 major-topic set, so it is excluded rather than forced into a current topic."
11winter15_q11,11winter15,11winter15,11,integration,integration,differentiation,integration;differentiation,add_secondary_topic,True,The primary label remains integration; the mark scheme also contains substantial mark-bearing differentiation overlap.
11winter16_q01,11winter16,11winter16,1,algebra,quadratics,,quadratics,keep,True,The existing quadratics label matches the dominant mark-bearing topic.
11winter16_q02,11winter16,11winter16,2,binomial_expansion,series,,series,keep,True,The existing series label matches the dominant mark-bearing topic.
11winter16_q03,11winter16,11winter16,3,circular_measure,circular_measure,,circular_measure,keep,True,The existing circular_measure label matches the dominant mark-bearing topic.
11winter16_q04,11winter16,11winter16,4,coordinate_geometry,coordinate_geometry,,coordinate_geometry,keep,True,The existing coordinate_geometry label matches the dominant mark-bearing topic.
11winter16_q05,11winter16,11winter16,5,series_and_sequences,series,,series,keep,True,The existing series label matches the dominant mark-bearing topic.
11winter16_q06,11winter16,11winter16,6,trigonometry,trigonometry,quadratics,trigonometry;quadratics,add_secondary_topic,True,The primary label remains trigonometry; the mark scheme also contains substantial mark-bearing quadratics overlap.
11winter16_q07,11winter16,11winter16,7,coordinate_geometry,integration,,integration,relabel_primary,True,Review of the question and mark scheme shows integration is the dominant assessed topic rather than the raw coordinate_geometry label.
11winter16_q08,11winter16,11winter16,8,functions,functions,,functions,keep,True,The existing functions label matches the dominant mark-bearing topic.
11winter16_q09,11winter16,11winter16,9,functions,,,,exclude_current_syllabus,False,"Legacy 3D vector/scalar-product content is outside the current P1 major-topic set, so it is excluded rather than forced into a current topic."
11winter16_q10,11winter16,11winter16,10,coordinate_geometry,integration,differentiation;quadratics,integration;differentiation;quadratics,relabel_primary_add_secondary,True,"Review of the question and mark scheme shows integration is the dominant assessed topic, with substantial mark-bearing differentiation, quadratics overlap."
11winter16_q11,11winter16,11winter16,11,differentiation,differentiation,coordinate_geometry,differentiation;coordinate_geometry,add_secondary_topic,True,The primary label remains differentiation; the mark scheme also contains substantial mark-bearing coordinate_geometry overlap.
11winter17_q01,11winter17,11winter17,1,differentiation,differentiation,,differentiation,keep,True,The existing differentiation label matches the dominant mark-bearing topic.
11winter17_q02,11winter17,11winter17,2,functions,differentiation,quadratics,differentiation;quadratics,relabel_primary_add_secondary,True,"Review of the question and mark scheme shows differentiation is the dominant assessed topic, with substantial mark-bearing quadratics overlap."
11winter17_q03,11winter17,11winter17,3,series_and_sequences,series,,series,keep,True,The existing series label matches the dominant mark-bearing topic.
11winter17_q04,11winter17,11winter17,4,differentiation,differentiation,,differentiation,keep,True,The existing differentiation label matches the dominant mark-bearing topic.
11winter17_q05,11winter17,11winter17,5,circular_measure,circular_measure,,circular_measure,keep,True,The existing circular_measure label matches the dominant mark-bearing topic.
11winter17_q06,11winter17,11winter17,6,coordinate_geometry,coordinate_geometry,quadratics,coordinate_geometry;quadratics,add_secondary_topic,True,The primary label remains coordinate_geometry; the mark scheme also contains substantial mark-bearing quadratics overlap.
11winter17_q07,11winter17,11winter17,7,trigonometry,trigonometry,,trigonometry,keep,True,The existing trigonometry label matches the dominant mark-bearing topic.
11winter17_q08,11winter17,11winter17,8,coordinate_geometry,,,,exclude_current_syllabus,False,"Legacy 3D vector/scalar-product content is outside the current P1 major-topic set, so it is excluded rather than forced into a current topic."
11winter17_q09,11winter17,11winter17,9,functions,functions,quadratics,functions;quadratics,add_secondary_topic,True,The primary label remains functions; the mark scheme also contains substantial mark-bearing quadratics overlap.
11winter17_q10,11winter17,11winter17,10,integration,integration,,integration,keep,True,The existing integration label matches the dominant mark-bearing topic.
11winter18_q01,11winter18,11winter18,1,algebra,quadratics,,quadratics,keep,True,The existing quadratics label matches the dominant mark-bearing topic.
11winter18_q02,11winter18,11winter18,2,algebra,quadratics,,quadratics,keep,True,The existing quadratics label matches the dominant mark-bearing topic.
11winter18_q03,11winter18,11winter18,3,coordinate_geometry,coordinate_geometry,,coordinate_geometry,keep,True,The existing coordinate_geometry label matches the dominant mark-bearing topic.
11winter18_q04,11winter18,11winter18,4,series_and_sequences,series,,series,keep,True,The existing series label matches the dominant mark-bearing topic.
11winter18_q05,11winter18,11winter18,5,trigonometry,trigonometry,quadratics,trigonometry;quadratics,add_secondary_topic,True,The primary label remains trigonometry; the mark scheme also contains substantial mark-bearing quadratics overlap.
11winter18_q06,11winter18,11winter18,6,differentiation,differentiation,integration,differentiation;integration,add_secondary_topic,True,The primary label remains differentiation; the mark scheme also contains substantial mark-bearing integration overlap.
11winter18_q07,11winter18,11winter18,7,integration,integration,,integration,keep,True,The existing integration label matches the dominant mark-bearing topic.
11winter18_q08,11winter18,11winter18,8,coordinate_geometry,,,,exclude_current_syllabus,False,"Legacy 3D vector/scalar-product content is outside the current P1 major-topic set, so it is excluded rather than forced into a current topic."
11winter18_q09,11winter18,11winter18,9,circular_measure,circular_measure,,circular_measure,keep,True,The existing circular_measure label matches the dominant mark-bearing topic.
11winter18_q10,11winter18,11winter18,10,differentiation,differentiation,coordinate_geometry,differentiation;coordinate_geometry,add_secondary_topic,True,The primary label remains differentiation; the mark scheme also contains substantial mark-bearing coordinate_geometry overlap.
11winter18_q11,11winter18,11winter18,11,functions,functions,,functions,keep,True,The existing functions label matches the dominant mark-bearing topic.
