question_id,paper,paper_code,question_number,current_topic,primary_topic,secondary_topics,coverage_topics,status,current_syllabus,rationale
12summer13_q03,12summer13,12summer13,3,differentiation,quadratics,coordinate_geometry,quadratics;coordinate_geometry,relabel_primary_add_secondary,True,"Review of the question and mark scheme shows quadratics is the dominant assessed topic, with substantial mark-bearing coordinate_geometry overlap."
12summer13_q04,12summer13,12summer13,4,circular_measure,circular_measure,,circular_measure,keep,True,The existing circular_measure label matches the dominant mark-bearing topic.
12summer13_q05,12summer13,12summer13,5,trigonometry,trigonometry,,trigonometry,keep,True,The existing trigonometry label matches the dominant mark-bearing topic.
12summer13_q06,12summer13,12summer13,6,functions,,,,exclude_current_syllabus,False,"Legacy 3D vector/scalar-product content is outside the current P1 major-topic set, so it is excluded rather than forced into a current topic."
12summer13_q07,12summer13,12summer13,7,coordinate_geometry,coordinate_geometry,,coordinate_geometry,keep,True,The existing coordinate_geometry label matches the dominant mark-bearing topic.
12summer13_q08,12summer13,12summer13,8,coordinate_geometry,differentiation,,differentiation,relabel_primary,True,Review of the question and mark scheme shows differentiation is the dominant assessed topic rather than the raw coordinate_geometry label.
12summer13_q09,12summer13,12summer13,9,functions,functions,differentiation,functions;differentiation,add_secondary_topic,True,The primary label remains functions; the mark scheme also contains substantial mark-bearing differentiation overlap.
12summer13_q10,12summer13,12summer13,10,series_and_sequences,series,,series,keep,True,The existing series label matches the dominant mark-bearing topic.
12summer13_q11,12summer13,12summer13,11,differentiation,differentiation,integration,differentiation;integration,add_secondary_topic,True,The primary label remains differentiation; the mark scheme also contains substantial mark-bearing integration overlap.
12summer14_q01,12summer14,12summer14,1,coordinate_geometry,coordinate_geometry,,coordinate_geometry,keep,True,The existing coordinate_geometry label matches the dominant mark-bearing topic.
12summer14_q02,12summer14,12summer14,2,binomial_expansion,series,,series,keep,True,The existing series label matches the dominant mark-bearing topic.
12summer14_q03,12summer14,12summer14,3,trigonometry,trigonometry,,trigonometry,keep,True,The existing trigonometry label matches the dominant mark-bearing topic.
12summer14_q04,12summer14,12summer14,4,circular_measure,circular_measure,,circular_measure,keep,True,The existing circular_measure label matches the dominant mark-bearing topic.
12summer14_q05,12summer14,12summer14,5,trigonometry,trigonometry,,trigonometry,keep,True,The existing trigonometry label matches the dominant mark-bearing topic.
12summer14_q06,12summer14,12summer14,6,series_and_sequences,series,,series,keep,True,The existing series label matches the dominant mark-bearing topic.
12summer14_q07,12summer14,12summer14,7,coordinate_geometry,,,,exclude_current_syllabus,False,"Legacy 3D vector/scalar-product content is outside the current P1 major-topic set, so it is excluded rather than forced into a current topic."
12summer14_q08,12summer14,12summer14,8,integration,differentiation,integration,differentiation;integration,relabel_primary_add_secondary,True,"Review of the question and mark scheme shows differentiation is the dominant assessed topic, with substantial mark-bearing integration overlap."
12summer14_q09,12summer14,12summer14,9,integration,integration,differentiation,integration;differentiation,add_secondary_topic,True,The primary label remains integration; the mark scheme also contains substantial mark-bearing differentiation overlap.
12summer14_q10,12summer14,12summer14,10,functions,functions,quadratics,functions;quadratics,add_secondary_topic,True,The primary label remains functions; the mark scheme also contains substantial mark-bearing quadratics overlap.
12summer15_q01,12summer15,12summer15,1,functions,integration,,integration,relabel_primary,True,Review of the question and mark scheme shows integration is the dominant assessed topic rather than the raw functions label.
12summer15_q02,12summer15,12summer15,2,circular_measure,circular_measure,,circular_measure,keep,True,The existing circular_measure label matches the dominant mark-bearing topic.
12summer15_q03,12summer15,12summer15,3,binomial_expansion,series,,series,keep,True,The existing series label matches the dominant mark-bearing topic.
12summer15_q04,12summer15,12summer15,4,differentiation,differentiation,quadratics,differentiation;quadratics,add_secondary_topic,True,The primary label remains differentiation; the mark scheme also contains substantial mark-bearing quadratics overlap.
12summer15_q05,12summer15,12summer15,5,trigonometry,trigonometry,quadratics,trigonometry;quadratics,add_secondary_topic,True,The primary label remains trigonometry; the mark scheme also contains substantial mark-bearing quadratics overlap.
12summer15_q06,12summer15,12summer15,6,circular_measure,trigonometry,,trigonometry,relabel_primary,True,Review of the question and mark scheme shows trigonometry is the dominant assessed topic rather than the raw circular_measure label.
12summer15_q07,12summer15,12summer15,7,coordinate_geometry,coordinate_geometry,,coordinate_geometry,keep,True,The existing coordinate_geometry label matches the dominant mark-bearing topic.
12summer15_q08,12summer15,12summer15,8,series_and_sequences,series,,series,keep,True,The existing series label matches the dominant mark-bearing topic.
12summer15_q09,12summer15,12summer15,9,trigonometry,,,,exclude_current_syllabus,False,"Legacy 3D vector/scalar-product content is outside the current P1 major-topic set, so it is excluded rather than forced into a current topic."
12summer15_q10,12summer15,12summer15,10,differentiation,differentiation,integration,differentiation;integration,add_secondary_topic,True,The primary label remains differentiation; the mark scheme also contains substantial mark-bearing integration overlap.
12summer15_q11,12summer15,12summer15,11,functions,functions,quadratics,functions;quadratics,add_secondary_topic,True,The primary label remains functions; the mark scheme also contains substantial mark-bearing quadratics overlap.
12summer16_q01,12summer16,12summer16,1,binomial_expansion,series,,series,keep,True,The existing series label matches the dominant mark-bearing topic.
12summer16_q02,12summer16,12summer16,2,coordinate_geometry,integration,,integration,relabel_primary,True,Review of the question and mark scheme shows integration is the dominant assessed topic rather than the raw coordinate_geometry label.
12summer16_q03,12summer16,12summer16,3,series_and_sequences,series,,series,keep,True,The existing series label matches the dominant mark-bearing topic.
12summer16_q04,12summer16,12summer16,4,trigonometry,trigonometry,,trigonometry,keep,True,The existing trigonometry label matches the dominant mark-bearing topic.
12summer16_q05,12summer16,12summer16,5,coordinate_geometry,coordinate_geometry,,coordinate_geometry,keep,True,The existing coordinate_geometry label matches the dominant mark-bearing topic.
12summer16_q06,12summer16,12summer16,6,differentiation,differentiation,,differentiation,keep,True,The existing differentiation label matches the dominant mark-bearing topic.
12summer16_q07,12summer16,12summer16,7,coordinate_geometry,,,,exclude_current_syllabus,False,"Legacy 3D vector/scalar-product content is outside the current P1 major-topic set, so it is excluded rather than forced into a current topic."
12summer16_q08,12summer16,12summer16,8,functions,functions,quadratics,functions;quadratics,add_secondary_topic,True,The primary label remains functions; the mark scheme also contains substantial mark-bearing quadratics overlap.
12summer16_q09,12summer16,12summer16,9,circular_measure,circular_measure,,circular_measure,keep,True,The existing circular_measure label matches the dominant mark-bearing topic.
12summer16_q10,12summer16,12summer16,10,differentiation,differentiation,integration,differentiation;integration,add_secondary_topic,True,The primary label remains differentiation; the mark scheme also contains substantial mark-bearing integration overlap.
