question_id,paper,paper_code,question_number,current_topic,primary_topic,secondary_topics,coverage_topics,status,current_syllabus,rationale
11summer19_q03,11summer19,11summer19,3,circular_measure,circular_measure,,circular_measure,keep,True,"Sector area, angle, and perimeter formulae dominate."
11summer19_q04,11summer19,11summer19,4,coordinate_geometry,coordinate_geometry,,coordinate_geometry,keep,True,"Gradients, perpendicular lines, and trapezium coordinates dominate."
11summer19_q05,11summer19,11summer19,5,functions,functions,quadratics,functions;quadratics,add_secondary_topic,True,"Function range/composition is primary, with completing-square and solving a quadratic in gf(x) as substantial secondary work."
11summer19_q06,11summer19,11summer19,6,trigonometry,trigonometry,,trigonometry,keep,True,Trigonometric identity proof and trig-equation solving dominate.
11summer19_q07,11summer19,11summer19,7,trigonometry,,,,exclude_current_syllabus,False,"Legacy 3D vector and scalar-product content is outside the current P1 major-topic set, so it should not be counted as trigonometry."
11summer19_q08,11summer19,11summer19,8,series_and_sequences,series,,series,keep,True,Geometric and arithmetic progression sums dominate.
11summer19_q09,11summer19,11summer19,9,functions,functions,,functions,keep,True,"Range, graph, inverse-domain restriction, and inverse-function expression dominate."
11summer19_q10,11summer19,11summer19,10,differentiation,integration,differentiation,integration;differentiation,relabel_primary_add_secondary,True,The curve is found by integrating twice from the second derivative; stationary-point analysis remains substantial differentiation coverage.
11summer19_q11,11summer19,11summer19,11,differentiation,differentiation,integration,differentiation;integration,add_secondary_topic,True,"Normal-gradient work is primary, with a substantial exact-area integration part."
11summer20_q01,11summer20,11summer20,1,series_and_sequences,series,,series,keep,True,Arithmetic progression sums dominate.
11summer20_q02,11summer20,11summer20,2,binomial_expansion,series,,series,keep,True,Binomial expansion coefficient extraction dominates.
11summer20_q03,11summer20,11summer20,3,quadratics,series,,series,relabel_primary,True,"Percentage growth and ten-year total are geometric progression work, not quadratics."
11summer20_q04,11summer20,11summer20,4,functions,functions,trigonometry,functions;trigonometry,add_secondary_topic,True,"Range and graph transformations are primary, with the cosine curve providing substantial trigonometric graph coverage."
11summer20_q05,11summer20,11summer20,5,differentiation,quadratics,,quadratics,relabel_primary,True,Tangency and two-intersection conditions are assessed by forming quadratics and using discriminant inequalities.
11summer20_q06,11summer20,11summer20,6,functions,functions,,functions,keep,True,Function composition and inverse-function evaluation dominate.
11summer20_q07,11summer20,11summer20,7,trigonometry,trigonometry,,trigonometry,keep,True,Identity proof and trig-equation solving dominate.
11summer20_q08,11summer20,11summer20,8,circular_measure,circular_measure,,circular_measure,keep,True,"Arc length, radians, chord/triangle geometry, and perimeter of a circular region dominate."
11summer20_q09,11summer20,11summer20,9,differentiation,differentiation,,differentiation,keep,True,"First and second derivatives, stationary points, and nature of stationary points dominate."
11summer20_q10,11summer20,11summer20,10,differentiation,coordinate_geometry,,coordinate_geometry,relabel_primary,True,"Circle equation, tangent to a circle, and reflection of a circle are coordinate geometry, not differentiation."
11summer20_q11,11summer20,11summer20,11,differentiation,integration,differentiation,integration;differentiation,relabel_primary_add_secondary,True,Volume of revolution by integration is the largest assessed block; the tangent-parallel condition provides substantial differentiation coverage.
11summer21_q01,11summer21,11summer21,1,coordinate_geometry,integration,,integration,relabel_primary,True,The task is to integrate dy/dx and use a point to find the curve equation; the raw coordinate label is not assessed.
11summer21_q02,11summer21,11summer21,2,series_and_sequences,series,,series,keep,True,Arithmetic progression sums and term finding dominate.
11summer21_q03,11summer21,11summer21,3,binomial_expansion,series,,series,keep,True,Binomial expansion and coefficient extraction dominate.
11summer21_q04,11summer21,11summer21,4,trigonometry,trigonometry,,trigonometry,keep,True,Parameters of a tangent graph dominate.
11summer21_q05,11summer21,11summer21,5,series_and_sequences,series,,series,keep,True,Geometric progression ratio and sum to infinity dominate.
11summer21_q06,11summer21,11summer21,6,quadratics,quadratics,,quadratics,keep,True,Tangency to a quadratic curve via discriminant work dominates.
11summer21_q07,11summer21,11summer21,7,trigonometry,trigonometry,quadratics,trigonometry;quadratics,add_secondary_topic,True,"The identity and trig equation are primary, with a quadratic in tan^2 theta as substantial secondary coverage."
11summer21_q08,11summer21,11summer21,8,circular_measure,circular_measure,,circular_measure,keep,True,"Radian angle, arc length/perimeter, sector and segment area reasoning dominate."
11summer21_q09,11summer21,11summer21,9,functions,functions,quadratics,functions;quadratics,add_secondary_topic,True,"Range, inverse, composition, and function equation work are primary; solving quadratic equations in parts (c) and (d) is substantial."
11summer21_q10,11summer21,11summer21,10,coordinate_geometry,coordinate_geometry,,coordinate_geometry,keep,True,Circle intercepts and tangents are coordinate geometry.
11summer21_q11,11summer21,11summer21,11,differentiation,differentiation,integration,differentiation;integration,relabel_primary_add_secondary,True,"Normal, stationary point, and nature of stationary point dominate; the bounded-area calculation gives substantial integration coverage."
11summer23_q01,11summer23,11summer23,1,trigonometry,trigonometry,,trigonometry,keep,True,Trigonometric equation solving dominates.
11summer23_q02,11summer23,11summer23,2,binomial_expansion,series,,series,keep,True,Binomial expansions and coefficient extraction dominate.
11summer23_q03,11summer23,11summer23,3,functions,functions,,functions,keep,True,Graph transformations dominate.
11summer23_q04,11summer23,11summer23,4,circular_measure,circular_measure,,circular_measure,keep,True,"Sector angle, arc length, chord, and segment perimeter dominate."
11summer23_q05,11summer23,11summer23,5,differentiation,quadratics,,quadratics,relabel_primary,True,Tangency is assessed by forming a quadratic and using the discriminant; differentiation is only an alternative route.
11summer23_q06,11summer23,11summer23,6,series_and_sequences,series,quadratics,series;quadratics,add_secondary_topic,True,"Progression structure is primary, with a substantial quadratic equation in p used to determine the progression."
11summer23_q07,11summer23,11summer23,7,trigonometry,trigonometry,,trigonometry,keep,True,"Sine graph values, sketch, and intersections dominate."
11summer23_q08,11summer23,11summer23,8,functions,functions,,functions,keep,True,"Function evaluation, composition, inverse domain, and inverse expression dominate."
11summer23_q09,11summer23,11summer23,9,quadratics,differentiation,,differentiation,relabel_primary,True,Related rates through dV/dh and dh/dt dominate; the raw quadratics label is incidental to solving for h.
11summer23_q10,11summer23,11summer23,10,differentiation,differentiation,integration,differentiation;integration,add_secondary_topic,True,"Tangent/normal work is primary by marks, with volume of revolution as substantial integration coverage."
11summer23_q11,11summer23,11summer23,11,differentiation,differentiation,,differentiation,keep,True,"Stationary-point parameter, second derivative, curve equation, and other stationary point are differentiation-led."
11summer23_q12,11summer23,11summer23,12,differentiation,coordinate_geometry,,coordinate_geometry,relabel_primary,True,"Circle equations, tangent equation, and circle/tangent intersections are coordinate geometry rather than differentiation."
