paper,question_number,question_id,current_topic,proposed_primary_topic,proposed_secondary_topics,coverage_topics,status,rationale
01winter08,3,01winter08_q03,series,series,,series,keep,Arithmetic progression term and sum equation.
01winter08,4,01winter08_q04,coordinate_geometry,exclude_current_syllabus,,,exclude_current_syllabus,"3D vectors and scalar product are not current P1 packet topics, so this should not be counted as coordinate geometry coverage."
01winter08,5,01winter08_q05,functions,trigonometry,,trigonometry,relabel_primary,"Trigonometric function parameters, equation solving, and graph sketching dominate; the functions notation is incidental."
01winter08,6,01winter08_q06,circular_measure,circular_measure,,circular_measure,keep,"Arc length, tangent length, sector area, and shaded area in radians."
01winter08,7,01winter08_q07,coordinate_geometry,differentiation,,differentiation,relabel_primary,The main assessed task is optimizing the derived area expression by differentiation.
01winter08,8,01winter08_q08,differentiation,differentiation,coordinate_geometry,"differentiation,coordinate_geometry",add_secondary_topic,"Normal-line equation, second intersection, and distance are substantial coordinate-geometry work after differentiation."
01winter08,9,01winter08_q09,integration,integration,differentiation,"integration,differentiation",add_secondary_topic,"Area/volume by integration is primary, with a substantial tangent-gradient angle part."
01winter08,10,01winter08_q10,functions,functions,quadratics,"functions,quadratics",add_secondary_topic,Function composition and inverse work are primary; quadratic maximum/completing-square work is substantial.
11summer10,1,11summer10_q01,trigonometry,trigonometry,,trigonometry,keep,Trigonometric angle transformations and exact expression for sin x.
11summer10,2,11summer10_q02,series,series,,series,keep,Binomial expansion and coefficient extraction.
11summer10,3,11summer10_q03,series,series,,series,keep,Arithmetic progression term and sum work.
11summer10,4,11summer10_q04,integration,integration,,integration,keep,Area between curve and line by integration.
11summer10,5,11summer10_q05,trigonometry,trigonometry,,trigonometry,keep,"Trigonometric identity, extrema, and equation solving."
11summer10,6,11summer10_q06,differentiation,integration,differentiation,"integration,differentiation",relabel_primary_add_secondary,Reverse differentiation to recover the curve is the larger part; stationary-point differentiation is also assessed.
11summer10,7,11summer10_q07,differentiation,differentiation,,differentiation,keep,Differentiation to form the normal and find an intercept length.
11summer10,8,11summer10_q08,coordinate_geometry,coordinate_geometry,,coordinate_geometry,keep,"Straight-line gradients, intersections, and perpendicular bisector."
11summer10,9,11summer10_q09,functions,quadratics,functions,"quadratics,functions",relabel_primary_add_secondary,"Completing the square, quadratic inequality, and discriminant dominate; function notation supplies context."
11summer10,10,11summer10_q10,trigonometry,exclude_current_syllabus,,,exclude_current_syllabus,"3D vectors and scalar product are not current P1 packet topics, so this should not be counted as trigonometry coverage."
11summer11,1,11summer11_q01,series,series,,series,keep,Binomial coefficient extraction.
11summer11,2,11summer11_q02,coordinate_geometry,differentiation,,differentiation,relabel_primary,Related rates using dV/dr and dV/dt; not coordinate geometry.
11summer11,3,11summer11_q03,integration,integration,,integration,keep,Volume of revolution by integration.
11summer11,4,11summer11_q04,series,exclude_current_syllabus,,,exclude_current_syllabus,"3D vectors and scalar product are not current P1 packet topics, so this should not be counted as series coverage."
11summer11,5,11summer11_q05,trigonometry,trigonometry,,trigonometry,keep,Trigonometric identity and equation solving.
11summer11,6,11summer11_q06,functions,differentiation,,differentiation,relabel_primary,Stationary-value optimization by differentiation; the variables context is not a functions topic.
11summer11,7,11summer11_q07,differentiation,integration,differentiation,"integration,differentiation",relabel_primary_add_secondary,Reverse differentiation to find the curve is primary; the gradient inequality is a substantial differentiation part.
11summer11,8,11summer11_q08,series,series,,series,keep,Arithmetic and geometric progression models.
11summer11,9,11summer11_q09,circular_measure,circular_measure,,circular_measure,keep,"Arc/tangent geometry, sector area, and perimeter in radians."
11summer11,10,11summer11_q10,coordinate_geometry,coordinate_geometry,quadratics,"coordinate_geometry,quadratics",add_secondary_topic,"Coordinate line/point work is primary, with completing square and quadratic intersection also substantial."
11summer11,11,11summer11_q11,functions,functions,quadratics,"functions,quadratics",add_secondary_topic,Function composition/inverses are primary; solving quadratic equalities and inverse quadratic work are substantial.
